x_class,model_path,disposition,instance_ref,value_or_witness,provenance,custody,applicable_checks,enforcement_reality,open_pressure_disposition,cause_classification,classification_evidence,current_project_fit,evolution_change,independent_reason,semantic_proof_authority_custody_preservation,migration_cost,affected_artifacts,current_form_representable,evolved_form_representable,post_evolution_fit,unresolved_discriminator
supporting-relation-inverse,supporting.Role.relations.requires.inverse,exercised,RO-01..RO-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation,supporting.Role.relations.assigned_to,exercised,RO-01..RO-13,"MEASURED 13/13 Role objects populate `assigned_to` (RO-01, RO-02, RO-03, RO-04, RO-05, ...). Prior boilerplate witness replaced by the measurement.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-cardinality,supporting.Role.relations.assigned_to.cardinality,exercised,RO-01..RO-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-inverse,supporting.Role.relations.assigned_to.inverse,exercised,RO-01..RO-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-rule,supporting.Role.relations.assigned_to.rule,exercised,RO-01..RO-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation,supporting.Role.relations.receives,exercised,"RO-01,RO-13","Standing delegations only: DL-01 to RO-01 and DL-13 to RO-13, both with unit absent. Satisfies S5's 'grantee = Role <=> unit absent' reading. · MEASURED 2/13 Role objects populate `receives`.",inference,see instance,"S5,S7",none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-cardinality,supporting.Role.relations.receives.cardinality,exercised,RO-01..RO-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-inverse,supporting.Role.relations.receives.inverse,exercised,RO-01..RO-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-rule,supporting.Role.relations.receives.rule,exercised,RO-01..RO-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-invariant-binding,supporting.Role.invariants.I10,exercised,RO-01..RO-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-invariant-binding,supporting.Role.invariants.I12,exercised,RO-01..RO-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-open,supporting.Role.open[0]:composition,not-applicable,not-applicable,no role composition observed.,see instance,see instance,not-applicable,none - no common checker implements this model,not-exercised,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-open,supporting.Role.open[1]:incompatible-role enforcement,exercised,"RO-08,RO-09","Exercised adversely at GT-06: the tester's own report is the only Stage-3c record, so the tester and assessor roles were not separated in the record.",see instance,see instance,not-applicable,none - no common checker implements this model,still-open,enforcement-gap|project-evolution-candidate|historical-evidence-gap,reports/gate-3c-report.md is absent at 37c7b09a while 153-of-226 sibling features at the same commit carry it; 'Gate 3c PASS' is claimed in the PR body and RC-10; the only Stage-3c record (RC-14) is authored by the tester under assessment.,reject,"[CF-05] Require the gate-3c report as a forge-side branch-protection check on main (preferred), or a human pre-merge checklist item against the file.","T01 already declares Gate 3c mandatory with an independent assessor and a fixed output path, and 153 of 226 feature directories produce it; the change makes an already-documented, already-normal behaviour non-bypassable.","Authority moves AWAY from the governed actors to an externally custodied boundary; no bar, outcome or consequence changes; an absent report blocks rather than auto-passes. Recorded risk: a file-exists predicate raises the cost of an unrecorded gate, it does not attest the assessment happened.",Moderate: repository-admin configuration plus a check script; changes the merge path for every feature; needs an exemption path for features with no Stage 3c.,GitHub branch protection on dug-21/unimatrix:main; a CI check script; uni-delivery-protocol Gate 3c and Phase 4,partial,true,retain,Whether the Gate 3c assessment occurred and went uncommitted is unresolvable from the fixed alphabet; no project change settles it retrospectively.
supporting-open,supporting.Role.open[2]:program-local versus collective,not-applicable,not-applicable,every role in the case is program-local; no collective role observed.,see instance,see instance,not-applicable,none - no common checker implements this model,not-exercised,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-attr,supporting.Delegation.status,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-attr,supporting.Delegation.form,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-attr,supporting.Delegation.identity,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-attr,supporting.Delegation.versioned,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-attr,supporting.Delegation.definition,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-attr,supporting.Delegation.owner,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-field,supporting.Delegation.fields.autonomy_tier,construct-pressure,DL-01..DL-13,Inferred from T01/T02 spawn templates; no artefact states a grant.,inference,see instance,"I17,I18",specified-not-enforced,not-applicable,historical-evidence-gap,"The fixed alphabet contains no Delegation artefact. Values are reconstructions, marked as such on every row of the instance.",represented-with-gap,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,true,not-applicable,not-applicable,not-applicable
supporting-field,supporting.Delegation.fields.effect_grants,construct-pressure,DL-01..DL-13,Inferred from T01/T02 spawn templates; no artefact states a grant.,inference,see instance,"I17,I18",specified-not-enforced,not-applicable,historical-evidence-gap,"The fixed alphabet contains no Delegation artefact. Values are reconstructions, marked as such on every row of the instance.",represented-with-gap,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,true,not-applicable,not-applicable,not-applicable
supporting-field,supporting.Delegation.fields.resource_ceiling,construct-pressure,DL-01..DL-13,unestablished on EVERY row. REQUIRED map with no source at all - not even an inferable one.,missing,see instance,not-applicable,specified-not-enforced,not-applicable,historical-evidence-gap,"No budget, token, time or call ceiling is stated anywhere in the alphabet for any agent.",represented-with-gap,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,true,not-applicable,not-applicable,not-applicable
supporting-field,supporting.Delegation.fields.escalation_conditions,construct-pressure,DL-01..DL-13,Inferred from T01/T02 spawn templates; no artefact states a grant.,inference,see instance,"I17,I18",specified-not-enforced,not-applicable,historical-evidence-gap,"The fixed alphabet contains no Delegation artefact. Values are reconstructions, marked as such on every row of the instance.",represented-with-gap,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,true,not-applicable,not-applicable,not-applicable
supporting-field,supporting.Delegation.fields.effective_at,construct-pressure,DL-01..DL-13,Inferred from T01/T02 spawn templates; no artefact states a grant.,inference,see instance,"I17,I18",specified-not-enforced,not-applicable,historical-evidence-gap,"The fixed alphabet contains no Delegation artefact. Values are reconstructions, marked as such on every row of the instance.",represented-with-gap,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,true,not-applicable,not-applicable,not-applicable
supporting-field,supporting.Delegation.fields.expires_at,not-applicable,DL-01..DL-13,"MEASURED 0/13 Delegation objects populate `expires_at` (zero). DL-01 carries the key explicitly null and DL-02..DL-13 omit it. The prior witness text (""instantiated in vnc-045-instance.yaml"") was FALSE AS WRITTEN. The field is optional and no grant in the case has a recorded expiry, consistent with F-05: every Delegation here is an inference over an alphabet that contains no grant artefact.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-field,supporting.Delegation.fields.definition_custodian_ref,construct-pressure,DL-01..DL-13,Inferred from T01/T02 spawn templates; no artefact states a grant.,inference,see instance,"I17,I18",specified-not-enforced,not-applicable,historical-evidence-gap,"The fixed alphabet contains no Delegation artefact. Values are reconstructions, marked as such on every row of the instance.",represented-with-gap,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,true,not-applicable,not-applicable,not-applicable
supporting-relation,supporting.Delegation.relations.grantor,exercised,DL-01..DL-13,"MEASURED 13/13 Delegation objects populate `grantor` (DL-01, DL-02, DL-03, DL-04, DL-05, ...). Prior boilerplate witness replaced by the measurement.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-cardinality,supporting.Delegation.relations.grantor.cardinality,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-rule,supporting.Delegation.relations.grantor.rule,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation,supporting.Delegation.relations.grantee,exercised,DL-01..DL-13,"MEASURED 13/13 Delegation objects populate `grantee` (DL-01, DL-02, DL-03, DL-04, DL-05, ...). Prior boilerplate witness replaced by the measurement.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-cardinality,supporting.Delegation.relations.grantee.cardinality,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation,supporting.Delegation.relations.scope,exercised,DL-01..DL-13,"MEASURED 13/13 Delegation objects populate `scope` (DL-01, DL-02, DL-03, DL-04, DL-05, ...). Prior boilerplate witness replaced by the measurement.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-cardinality,supporting.Delegation.relations.scope.cardinality,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation,supporting.Delegation.relations.unit,exercised,DL-01..DL-13,"MEASURED 11/13 Delegation objects populate `unit` (DL-02, DL-03, DL-04, DL-05, DL-06, ...). Prior boilerplate witness replaced by the measurement.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-cardinality,supporting.Delegation.relations.unit.cardinality,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-inverse,supporting.Delegation.relations.unit.inverse,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-rule,supporting.Delegation.relations.unit.rule,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation,supporting.Delegation.relations.derived_from,construct-pressure,DL-02..DL-13,"Chain expressible; attenuation holds on the initiative axis (A0/A1 < A5) and FAILS on the effect axis - every agent runs under the same OS/git/gh credentials as AC-01, so no derived grant is actually narrower.",inference,see instance,I17,specified-not-enforced,not-applicable,enforcement-gap,"M01 I17 says a derived Delegation may not exceed its parent. In this case it demonstrably does on the effect axis, and nothing detects it. This is an enforcement gap in the project, not a model defect: V5 names the property that is violated.",specified-not-enforced,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,true,not-applicable,not-applicable,not-applicable
supporting-relation-cardinality,supporting.Delegation.relations.derived_from.cardinality,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-rule,supporting.Delegation.relations.derived_from.rule,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation,supporting.Delegation.relations.governs,exercised,DL-01..DL-13,"MEASURED 12/13 Delegation objects populate `governs` (DL-02, DL-03, DL-04, DL-05, DL-06, ...). Prior boilerplate witness replaced by the measurement.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-cardinality,supporting.Delegation.relations.governs.cardinality,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-inverse,supporting.Delegation.relations.governs.inverse,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation,supporting.Delegation.relations.enforced_by,exercised,DL-01..DL-13,EMPTY on every dynamic Delegation. M01's own rule - 'without a boundary authority is declared only' - is the correct verdict for this case and V5 states it in typed structure. · MEASURED 1/13 Delegation objects populate `enforced_by`.,derived,see instance,I12,specified-not-enforced,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-cardinality,supporting.Delegation.relations.enforced_by.cardinality,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-inverse,supporting.Delegation.relations.enforced_by.inverse,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-relation-rule,supporting.Delegation.relations.enforced_by.rule,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-invariant-binding,supporting.Delegation.invariants.I12,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-invariant-binding,supporting.Delegation.invariants.I17,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-invariant-binding,supporting.Delegation.invariants.I18,exercised,DL-01..DL-13,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-open,supporting.Delegation.open[0]:attenuation comparison,exercised,DL-02,"Exercised and unresolved: comparing A1 to A5 is orderable, comparing effect_grants across two agents holding identical credentials is not.",see instance,see instance,not-applicable,none - no common checker implements this model,still-open,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-open,supporting.Delegation.open[1]:revocation propagation,not-applicable,not-applicable,no revocation observed.,see instance,see instance,not-applicable,none - no common checker implements this model,not-exercised,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-open,supporting.Delegation.open[2]:sub-delegation depth,exercised,DL-01>DL-04,Depth 2 observed (root -> agent). No deeper chain in this case.,see instance,see instance,not-applicable,none - no common checker implements this model,still-open,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-attr,supporting.Gate.status,exercised,GT-04..GT-08,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-attr,supporting.Gate.form,exercised,GT-04..GT-08,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-attr,supporting.Gate.identity,exercised,GT-04..GT-08,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-attr,supporting.Gate.versioned,exercised,GT-04..GT-08,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-attr,supporting.Gate.definition,exercised,GT-04..GT-08,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-attr,supporting.Gate.owner,exercised,GT-04..GT-08,instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-field,supporting.Gate.fields.subject_rule,exercised,GT-04..GT-08,"MEASURED 5/5 Gate objects populate `subject_rule` (GT-04, GT-05, GT-06, GT-07, GT-08). Prior boilerplate witness replaced by the measurement.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-field,supporting.Gate.fields.baseline_rule,construct-pressure,"GT-04,GT-05",Statable ('committed HEAD') and unsatisfiable at GT-04 iteration 0 (nothing was committed) and unverifiable at GT-05 (no sha pinned; the WARN is already stale).,repo-artifact,see instance,not-applicable,none - no common checker implements this model,not-applicable,project-evolution-candidate,RC-09 flags as open a WARN already fixed by 843d0049 24 minutes earlier and pins no commit; AT-03's required baseline_ref does not survive (both GT-04 iterations collapse into 3afc2c49).,represented-with-gap,"[CF-02] Add reviewed_commit: <sha> to the gate-report template, written by the validator from git rev-parse HEAD.",T01 already declares 'Gates check committed HEAD' and makes the leader commit before the gate; a review that cannot name what it reviewed cannot be re-run.,"Purely additive provenance; bar, outcomes, consequences, assessor and independence predicate untouched.",Low: one template line and one command per gate; does not recover AT-03's pre-commit baseline.,uni-delivery-protocol Gate 3a/3b/3c spawn templates; gate-report templates,partial,true,retain,not-applicable
supporting-field,supporting.Gate.fields.eligible_evidence,exercised,GT-04..GT-08,"MEASURED 5/5 Gate objects populate `eligible_evidence` (GT-04, GT-05, GT-06, GT-07, GT-08). Prior boilerplate witness replaced by the measurement.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-field,supporting.Gate.fields.missingness_policy,construct-pressure,GT-04..GT-08,missing-history on every gate.,missing,see instance,not-applicable,none - no common checker implements this model,not-applicable,historical-evidence-gap,Neither protocol states what a gate does when required evidence is absent; GT-06 is the case where it mattered.,represented-with-gap,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,true,not-applicable,not-applicable,not-applicable
supporting-field,supporting.Gate.fields.independence_predicate,construct-pressure,"GT-04,GT-05,GT-06,GT-07",Statable from T01/T02 for GT-04/05/06/07; missing-history for GT-08; and the assessment Events' independence_check is missing-history throughout.,repo-artifact,see instance,I7,specified-not-enforced,not-applicable,enforcement-gap|project-evolution-candidate|historical-evidence-gap,reports/gate-3c-report.md is absent at 37c7b09a while 153-of-226 sibling features at the same commit carry it; 'Gate 3c PASS' is claimed in the PR body and RC-10; the only Stage-3c record (RC-14) is authored by the tester under assessment.,reject,"[CF-05] Require the gate-3c report as a forge-side branch-protection check on main (preferred), or a human pre-merge checklist item against the file.","T01 already declares Gate 3c mandatory with an independent assessor and a fixed output path, and 153 of 226 feature directories produce it; the change makes an already-documented, already-normal behaviour non-bypassable.","Authority moves AWAY from the governed actors to an externally custodied boundary; no bar, outcome or consequence changes; an absent report blocks rather than auto-passes. Recorded risk: a file-exists predicate raises the cost of an unrecorded gate, it does not attest the assessment happened.",Moderate: repository-admin configuration plus a check script; changes the merge path for every feature; needs an exemption path for features with no Stage 3c.,GitHub branch protection on dug-21/unimatrix:main; a CI check script; uni-delivery-protocol Gate 3c and Phase 4,partial,true,retain,Whether the Gate 3c assessment occurred and went uncommitted is unresolvable from the fixed alphabet; no project change settles it retrospectively.
supporting-field,supporting.Gate.fields.procedure,exercised,GT-04..GT-08,"All five gates are judgment. NO deterministic gate exists in this case - notable for a software delivery with 6961 automated tests, because the test suite is an INPUT to a judgment gate, never a gate itself. · MEASURED 5/5 Gate objects populate `procedure`.",repo-artifact,see instance,not-applicable,none - no common checker implements this model,still-open,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-field,supporting.Gate.fields.bar,exercised,GT-04..GT-08,"MEASURED 5/5 Gate objects populate `bar` (GT-04, GT-05, GT-06, GT-07, GT-08). Prior boilerplate witness replaced by the measurement.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
supporting-field,supporting.Gate.fields.allowed_outcomes,exercised,GT-04,"[PASS, REWORKABLE FAIL, SCOPE FAIL] verbatim from T01; GT-07 uses [READY, BLOCKED]; GT-08 uses [PASS, WARN, VARIANCE, FAIL]. Three distinct workflow-owned vocabularies in one case. · MEASURED 5/5 Gate objects populate `allowed_outcomes`.",repo-artifact,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
